case_id,profile_code,record_id,attribute_name,attribute_type,string_value,integer_value,decimal_value,boolean_value,date_value,timestamp_value,json_value,is_masked,ordinal,source_dataset,source_column,snapshot_version
DOWNLINE,ADULT,COMMISSION-0060,commission_type,STRING,TEAM_VOLUME,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0060,calculation_date,DATE,,,,,2025-03-15,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0060,related_object_id,STRING,SP-060,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0060,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0060,amount,DECIMAL,,,230.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0060,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0060,commission_batch_id,STRING,CB-0008,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0060,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0061,commission_id,STRING,COMMISSION-0061,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0061,beneficiary_person_record_id,STRING,PR-REX-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0061,commission_type,STRING,DIRECT_RECRUITMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0061,calculation_date,DATE,,,,,2025-03-16,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0061,related_object_id,STRING,SP-061,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0061,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0061,amount,DECIMAL,,,265.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0061,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0061,commission_batch_id,STRING,CB-0008,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0061,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0062,commission_id,STRING,COMMISSION-0062,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0062,beneficiary_person_record_id,STRING,PR-CELESTE-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0062,commission_type,STRING,GENERATION_OVERRIDE,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0062,calculation_date,DATE,,,,,2025-03-17,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0062,related_object_id,STRING,SP-062,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0062,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0062,amount,DECIMAL,,,300.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0062,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0062,commission_batch_id,STRING,CB-0008,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0062,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0063,commission_id,STRING,COMMISSION-0063,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0063,beneficiary_person_record_id,STRING,PR-QUINCY-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0063,commission_type,STRING,RANK_ADVANCEMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0063,calculation_date,DATE,,,,,2025-03-18,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0063,related_object_id,STRING,SP-063,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0063,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0063,amount,DECIMAL,,,335.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0063,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0063,commission_batch_id,STRING,CB-0008,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0063,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0064,commission_id,STRING,COMMISSION-0064,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0064,beneficiary_person_record_id,STRING,PR-BRUNO-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0064,commission_type,STRING,TEAM_VOLUME,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0064,calculation_date,DATE,,,,,2025-03-19,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0064,related_object_id,STRING,SP-064,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0064,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0064,amount,DECIMAL,,,55.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0064,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0064,commission_batch_id,STRING,CB-0008,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0064,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0065,commission_id,STRING,COMMISSION-0065,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0065,beneficiary_person_record_id,STRING,PR-REX-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0065,commission_type,STRING,DIRECT_RECRUITMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0065,calculation_date,DATE,,,,,2025-03-20,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0065,related_object_id,STRING,SP-065,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0065,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0065,amount,DECIMAL,,,90.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0065,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0065,commission_batch_id,STRING,CB-0009,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0065,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0066,commission_id,STRING,COMMISSION-0066,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0066,beneficiary_person_record_id,STRING,PR-CELESTE-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0066,commission_type,STRING,GENERATION_OVERRIDE,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0066,calculation_date,DATE,,,,,2025-03-21,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0066,related_object_id,STRING,SP-066,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0066,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0066,amount,DECIMAL,,,125.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0066,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0066,commission_batch_id,STRING,CB-0009,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0066,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0067,commission_id,STRING,COMMISSION-0067,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0067,beneficiary_person_record_id,STRING,PR-QUINCY-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0067,commission_type,STRING,RANK_ADVANCEMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0067,calculation_date,DATE,,,,,2025-03-22,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0067,related_object_id,STRING,SP-067,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0067,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0067,amount,DECIMAL,,,160.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0067,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0067,commission_batch_id,STRING,CB-0009,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0067,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0068,commission_id,STRING,COMMISSION-0068,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0068,beneficiary_person_record_id,STRING,PR-BRUNO-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0068,commission_type,STRING,TEAM_VOLUME,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0068,calculation_date,DATE,,,,,2025-03-23,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0068,related_object_id,STRING,SP-068,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0068,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0068,amount,DECIMAL,,,195.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0068,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0068,commission_batch_id,STRING,CB-0009,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0068,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0069,commission_id,STRING,COMMISSION-0069,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0069,beneficiary_person_record_id,STRING,PR-REX-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0069,commission_type,STRING,DIRECT_RECRUITMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0069,calculation_date,DATE,,,,,2025-03-24,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0069,related_object_id,STRING,SP-069,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0069,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0069,amount,DECIMAL,,,230.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0069,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0069,commission_batch_id,STRING,CB-0009,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0069,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0070,commission_id,STRING,COMMISSION-0070,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0070,beneficiary_person_record_id,STRING,PR-CELESTE-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0070,commission_type,STRING,GENERATION_OVERRIDE,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0070,calculation_date,DATE,,,,,2025-03-25,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0070,related_object_id,STRING,SP-070,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0070,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0070,amount,DECIMAL,,,265.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0070,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0070,commission_batch_id,STRING,CB-0009,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0070,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0071,commission_id,STRING,COMMISSION-0071,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0071,beneficiary_person_record_id,STRING,PR-QUINCY-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0071,commission_type,STRING,RANK_ADVANCEMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0071,calculation_date,DATE,,,,,2025-03-26,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0071,related_object_id,STRING,SP-071,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0071,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0071,amount,DECIMAL,,,300.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0071,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0071,commission_batch_id,STRING,CB-0009,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0071,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0072,commission_id,STRING,COMMISSION-0072,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0072,beneficiary_person_record_id,STRING,PR-BRUNO-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0072,commission_type,STRING,TEAM_VOLUME,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0072,calculation_date,DATE,,,,,2025-03-27,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0072,related_object_id,STRING,SP-072,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0072,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0072,amount,DECIMAL,,,335.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0072,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0072,commission_batch_id,STRING,CB-0009,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0072,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0073,commission_id,STRING,COMMISSION-0073,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0073,beneficiary_person_record_id,STRING,PR-REX-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0073,commission_type,STRING,DIRECT_RECRUITMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0073,calculation_date,DATE,,,,,2025-03-28,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0073,related_object_id,STRING,SP-073,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0073,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0073,amount,DECIMAL,,,55.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0073,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0073,commission_batch_id,STRING,CB-0010,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0073,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0074,commission_id,STRING,COMMISSION-0074,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0074,beneficiary_person_record_id,STRING,PR-CELESTE-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0074,commission_type,STRING,GENERATION_OVERRIDE,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0074,calculation_date,DATE,,,,,2025-03-29,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0074,related_object_id,STRING,SP-074,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0074,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0074,amount,DECIMAL,,,90.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0074,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0074,commission_batch_id,STRING,CB-0010,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0074,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0075,commission_id,STRING,COMMISSION-0075,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0075,beneficiary_person_record_id,STRING,PR-QUINCY-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0075,commission_type,STRING,RANK_ADVANCEMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0075,calculation_date,DATE,,,,,2025-03-30,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0075,related_object_id,STRING,SP-075,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0075,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0075,amount,DECIMAL,,,125.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0075,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0075,commission_batch_id,STRING,CB-0010,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0075,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0076,commission_id,STRING,COMMISSION-0076,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0076,beneficiary_person_record_id,STRING,PR-BRUNO-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0076,commission_type,STRING,TEAM_VOLUME,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0076,calculation_date,DATE,,,,,2025-03-31,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0076,related_object_id,STRING,SP-076,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0076,commission_basis,STRING,"new participant, downline rank or team purchase volume",,,,,,,false,6,genie/adult/commissions.csv,commission_basis,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0076,amount,DECIMAL,,,160.00,,,,,false,7,genie/adult/commissions.csv,amount,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0076,currency,STRING,BSC,,,,,,,false,8,genie/adult/commissions.csv,currency,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0076,commission_batch_id,STRING,CB-0010,,,,,,,false,9,genie/adult/commissions.csv,commission_batch_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0076,source_system_id,STRING,COMMISSION_ENGINE,,,,,,,false,10,genie/adult/commissions.csv,source_system_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0077,commission_id,STRING,COMMISSION-0077,,,,,,,false,1,genie/adult/commissions.csv,commission_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0077,beneficiary_person_record_id,STRING,PR-REX-01,,,,,,,false,2,genie/adult/commissions.csv,beneficiary_person_record_id,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0077,commission_type,STRING,DIRECT_RECRUITMENT,,,,,,,false,3,genie/adult/commissions.csv,commission_type,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0077,calculation_date,DATE,,,,,2025-04-01,,,false,4,genie/adult/commissions.csv,calculation_date,2026.07.18.1
DOWNLINE,ADULT,COMMISSION-0077,related_object_id,STRING,SP-077,,,,,,,false,5,genie/adult/commissions.csv,related_object_id,2026.07.18.1
